productId,name,description,dimensions_weight,dimensions_weightUnit,dimensions_length,dimensions_lengthUnit,dimensions_width,dimensions_widthUnit,dimensions_height,dimensions_heightUnit,dimensions_volume,dimensions_volumeUnit,constraints_minUnit,constraints_stepSize,packaging_unit,packaging_unitName,packaging_packageName,packaging_packageUnit,packaging_amountPerPackage,packaging_boxName,packaging_boxUnit,packaging_amountPerBox,packaging_palletName,packaging_palletUnit,packaging_amountPerPallet,group_name,group_description,variant_features_0_key,variant_features_0_value,variant_parentSku,variant_genericDisplayName,variant_index
PCA907GRIS056,ZINC ACRYL GRIS,"Anticorrosivo base agua o Pintura para Zinc y Galvanizados con acabado satinado, rinde 30 m² por galon por mano, secado al tacto en 2 a 3 horas y repintado desde 3 horas, excelente poder cubridor y resistencia a la intemperie, se aplica con brocha, rodillo o pistola, diluible con agua, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para techos nuevos de zinc, galvanizado, zincalum y fibrocemento, protegiendolos de oxidacion, rayos UV y contaminacion ambiental.",25,kg,31,cm,31,cm,30,cm,29.01,cm³,1,1,BD4,Balde 4 Galones,Display,DIS,1,Medio Pallet,MPA,18,Pallet,PAL,36,Pinturas Especiales,,Color,GRIS,PCA907BLAN056,ZINC ACRYL BALDE,3
PCA907NEGRO06,ZINC ACRYL NEGRO,"Anticorrosivo base agua o Pintura para Zinc y Galvanizados con acabado satinado, rinde 30 m² por galon por mano, secado al tacto en 2 a 3 horas y repintado desde 3 horas, excelente poder cubridor y resistencia a la intemperie, se aplica con brocha, rodillo o pistola, diluible con agua, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para techos nuevos de zinc, galvanizado, zincalum y fibrocemento, protegiendolos de oxidacion, rayos UV y contaminacion ambiental.",25,kg,31,cm,31,cm,30,cm,29.01,cm³,1,1,BD4,Balde 4 Galones,Display,DIS,1,Medio Pallet,MPA,18,Pallet,PAL,36,Pinturas Especiales,,Color,NEGRO,PCA907BLAN056,ZINC ACRYL BALDE,4
PCA907ROJO056,ZINC ACRYL ROJO,"Anticorrosivo base agua o Pintura para Zinc y Galvanizados con acabado satinado, rinde 30 m² por galon por mano, secado al tacto en 2 a 3 horas y repintado desde 3 horas, excelente poder cubridor y resistencia a la intemperie, se aplica con brocha, rodillo o pistola, diluible con agua, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para techos nuevos de zinc, galvanizado, zincalum y fibrocemento, protegiendolos de oxidacion, rayos UV y contaminacion ambiental.",25,kg,31,cm,31,cm,30,cm,29.01,cm³,1,1,BD4,Balde 4 Galones,Display,DIS,1,Medio Pallet,MPA,18,Pallet,PAL,36,Pinturas Especiales,,Color,ROJO,PCA907BLAN056,ZINC ACRYL BALDE,5
PCA907VERD056,ZINC ACRYL VERDE,"Anticorrosivo base agua o Pintura para Zinc y Galvanizados con acabado satinado, rinde 30 m² por galon por mano, secado al tacto en 2 a 3 horas y repintado desde 3 horas, excelente poder cubridor y resistencia a la intemperie, se aplica con brocha, rodillo o pistola, diluible con agua, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para techos nuevos de zinc, galvanizado, zincalum y fibrocemento, protegiendolos de oxidacion, rayos UV y contaminacion ambiental.",25,kg,31,cm,31,cm,30,cm,29.01,cm³,1,1,BD4,Balde 4 Galones,Display,DIS,1,Medio Pallet,MPA,18,Pallet,PAL,36,Pinturas Especiales,,Color,VERDE,PCA907BLAN056,ZINC ACRYL BALDE,6
PCA960ECOPBL6,ESMALTE AL AGUA COPPER BLANCO,"Esmalte al Agua Satinado con cobre antimicrobiano, rendimiento de 30 a 35 m² por galon con una mano, seca al tacto en 2 a 3 horas, repintado desde 4 horas, alta resistencia al lavado y desinfectantes, ideal para paredes y cielos interiores, contiene agente bacteriostatico, libre de metales pesados, estabilidad de 36 meses en envase cerrado, recomendado para espacios que requieren higiene y proteccion prolongada.",25,kg,31,cm,31,cm,30,cm,29.01,cm³,1,1,BD4,Balde 4 Galones,Display,DIS,1,Medio Pallet,MPA,18,Pallet,PAL,36,Esmalte al Agua,,Color,BLANCO,PCA960ECOPBL6,ESMALTE AL AGUA COPPER BALDE (4GL),0
PCA941CLIBL06,ESMALTE AL AGUA CLINIC COPPER BLANCO HOSPITALARIO,"Esmalte al agua hospitalario especialmente formulado para Clinicas y Hospitales, desarrollada para cumplir con las mas altas exigencias sanitarias, contiene Nanoparticulas de Cobre, un poderoso agente Antimicrobiano que reduce drasticamente la formacion de colonias de agentes infecciosos sobre las superficies pintadas, cumpliendo con las normas JIZ  2801 y Norma Europea 13697 para desinfeccion superficial. Excelente poder cubriente, terminacion suave y satinada, rendimiento  30+ 5 m2/galon/mano, secado tacto  2 a 3 horas, repintado a las 4 horas minimo. ¿En que lugares se puede usar? HABITACIONES, BOX DE ATENCION, PASILLOS, SALAS DE ESPERA, DENTISTAS, CENTROS DE SALUD y SIMILARES.",25,kg,31,cm,31,cm,30,cm,29.01,cm³,1,1,BD4,Balde 4 Galones,Display,DIS,1,Medio Pallet,MPA,18,Pallet,PAL,36,Esmalte al Agua,,Color,BLANCO HOSPITALARIO,PCA941CLIBL06,ESMALTE AL AGUA CLINIC COPPER BALDE,0
PCA915BLANC06,ESMALTE AL AGUA OPACO BLANCO,"Esmalte agua Mate de imprimacion-terminacion, Rendimiento 35 ± 5 m2/galon/mano, Aplicacion Brocha, rodillo y pistola, Secado Tacto 2 – 3 horas, Repintado 3 – 6 horas. Especialmente formulada para ser aplicada sobre superficies de albañileria como estucos, ladrillos, hormigon. Tambien es recomendado para ser aplicado sobre tabiqueria, recubierta por plancha yeso-carton, plancha lisa y acanalada de fibrocemento.Uso interior y exterior.",25,kg,31,cm,31,cm,30,cm,29.01,cm³,1,1,BD4,Balde 4 Galones,Display,DIS,1,Medio Pallet,MPA,18,Pallet,PAL,36,Esmalte al Agua,,Color,BLANCO,PCA915BLANC06,ESMALTE AL AGUA OPACO BALDE,0
PCA921AZULCA6,FIBRO COPPER AZUL CANADA,"Pintura base agua para Siding y Fibrocemento de acabado semi brillo, con nano particulas de cobre con funcion antimicrobiana, sirve como imprimante y terminacion, rinde 35 ± 5 m² por galon, secado al tacto en 2 a 3 horas y repintado desde 3 horas, alta resistencia al agua, microorganismos y radiacion UV, se aplica con brocha, rodillo o pistola, diluible con agua, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para fibrocemento, estucos, ladrillos, hormigon y pisos de cemento con funcion “mata polvo” en el incoloro.",25,kg,31,cm,31,cm,30,cm,29.01,cm³,1,1,BD4,Balde 4 Galones,Display,DIS,1,Medio Pallet,MPA,18,Pallet,PAL,36,Pinturas Especiales,,Color,AZUL CANADA,PCA921NEGRO06,FIBRO COPPER BALDE,2
PCA921GRISOS6,FIBRO COPPER GRIS OSCURO,"Pintura base agua para Siding y Fibrocemento de acabado semi brillo, con nano particulas de cobre con funcion antimicrobiana, sirve como imprimante y terminacion, rinde 35 ± 5 m² por galon, secado al tacto en 2 a 3 horas y repintado desde 3 horas, alta resistencia al agua, microorganismos y radiacion UV, se aplica con brocha, rodillo o pistola, diluible con agua, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para fibrocemento, estucos, ladrillos, hormigon y pisos de cemento con funcion “mata polvo” en el incoloro.",25,kg,31,cm,31,cm,30,cm,29.01,cm³,1,1,BD4,Balde 4 Galones,Display,DIS,1,Medio Pallet,MPA,18,Pallet,PAL,36,Pinturas Especiales,,Color,GRIS OSCURO,PCA921NEGRO06,FIBRO COPPER BALDE,1
PCA921NEGRO06,FIBRO COPPER NEGRO,"Pintura base agua para Siding y Fibrocemento de acabado semi brillo, con nano particulas de cobre con funcion antimicrobiana, sirve como imprimante y terminacion, rinde 35 ± 5 m² por galon, secado al tacto en 2 a 3 horas y repintado desde 3 horas, alta resistencia al agua, microorganismos y radiacion UV, se aplica con brocha, rodillo o pistola, diluible con agua, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para fibrocemento, estucos, ladrillos, hormigon y pisos de cemento con funcion “mata polvo” en el incoloro.",25,kg,31,cm,31,cm,30,cm,29.01,cm³,1,1,BD4,Balde 4 Galones,Display,DIS,1,Medio Pallet,MPA,18,Pallet,PAL,36,Pinturas Especiales,,Color,NEGRO,PCA921NEGRO06,FIBRO COPPER BALDE,0
PCA925COBLA06,ESMALTE AL AGUA CONSTRUCCION BLANCO,"Esmalte agua Satin de imprimacion-terminacion, Rendimiento 35 ± 5 m2/galon/mano, Aplicacion Brocha, rodillo y pistola, Secado Tacto 2 – 3 horas, Repintado 3 – 6 horas. Especialmente formulada para ser aplicada sobre superficies de albañileria como estucos, ladrillos, hormigon. Tambien es recomendado para ser aplicado sobre tabiqueria, recubierta por plancha yeso-carton, plancha lisa y acanalada de fibrocemento.Uso interior y exterior.",25,kg,31,cm,31,cm,30,cm,29.01,cm³,1,1,BD4,Balde 4 Galones,Display,DIS,1,Medio Pallet,MPA,18,Pallet,PAL,36,Esmalte al Agua,,Color,BLANCO,PCA925COBLA06,ESMALTE AL AGUA CONSTRUCCION BALDE,0
PCA900CONBL06,LATEX CONSTRUCCION BLANCO,"Latex Construccion, pintura base agua con resina acrilica, acabado mate, rinde 35 ± 5 m² por galon por mano, secado al tacto en 2 a 3 horas y repintado desde 3 horas, buena adherencia y facil aplicacion con brocha, rodillo o pistola, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para estucos, ladrillos, hormigon y tabiqueria con yeso-carton o fibrocemento.",25,kg,31,cm,31,cm,30,cm,29.01,cm³,1,1,BD4,Balde 4 Galones,Display,DIS,1,Medio Pallet,MPA,18,Pallet,PAL,36,Latex,,Color,BLANCO,PCA900CONBL06,LATEX CONSTRUCCION BALDE,0
PCA900BLOBR06,LATEX OBRA BLANCO,"Latex de Aparejo y Terminacion, con acabado mate, rendimiento  35 ± 5 m2 por galon con una mano, aplicacion brocha, rodillo y pistola, secado tacto entre 2 – 3 horas, repintado entre  3 – 6 horas. Especialmente formulada para ser aplicada sobre superficies de albañileria como estucos, ladrillos, hormigon. Tambien es recomendado para ser aplicado sobre tabiqueria, recubierta por plancha yeso-carton, plancha lisa y acanalada.",25,kg,31,cm,31,cm,30,cm,29.01,cm³,1,1,BD4,Balde 4 Galones,Display,DIS,1,Medio Pallet,MPA,18,Pallet,PAL,36,Latex,,Color,BLANCO,PCA900BLOBR06,LATEX OBRA BALDE,0
PCA922AREY001,ESMALTE SINTETICO AMARILLO,"Esmalte Sintetico Brillante, pintura base solvente con resina alquidica, acabado brillante de alta resistencia, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 3 horas y repintado desde 3 horas, excelente adherencia, flexibilidad y durabilidad, resistente a la humedad y radiacion UV, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para terminaciones sobre superficies de madera o metal previamente imprimadas.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Pintura para Metales,,Color,AMARILLO,PCA922BLAN001,ESMALTE SINTETICO GALON,3
PCA922AZPACI1,ESMALTE SINTETICO AZUL,"Esmalte Sintetico Brillante, pintura base solvente con resina alquidica, acabado brillante de alta resistencia, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 3 horas y repintado desde 3 horas, excelente adherencia, flexibilidad y durabilidad, resistente a la humedad y radiacion UV, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para terminaciones sobre superficies de madera o metal previamente imprimadas.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Pintura para Metales,,Color,AZUL,PCA922BLAN001,ESMALTE SINTETICO GALON,2
PCA922BERME01,ESMALTE SINTETICO BERMELLON,"Esmalte Sintetico Brillante, pintura base solvente con resina alquidica, acabado brillante de alta resistencia, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 3 horas y repintado desde 3 horas, excelente adherencia, flexibilidad y durabilidad, resistente a la humedad y radiacion UV, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para terminaciones sobre superficies de madera o metal previamente imprimadas.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Pintura para Metales,,Color,BERMELLON,PCA922BLAN001,ESMALTE SINTETICO GALON,1
PCA922BLAN001,ESMALTE SINTETICO BLANCO,"Esmalte Sintetico Brillante, pintura base solvente con resina alquidica, acabado brillante de alta resistencia, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 3 horas y repintado desde 3 horas, excelente adherencia, flexibilidad y durabilidad, resistente a la humedad y radiacion UV, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para terminaciones sobre superficies de madera o metal previamente imprimadas.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Pintura para Metales,,Color,BLANCO,PCA922BLAN001,ESMALTE SINTETICO GALON,0
PCA922CAFEM01,ESMALTE SINTETICO CAFE,"Esmalte Sintetico Brillante, pintura base solvente con resina alquidica, acabado brillante de alta resistencia, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 3 horas y repintado desde 3 horas, excelente adherencia, flexibilidad y durabilidad, resistente a la humedad y radiacion UV, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para terminaciones sobre superficies de madera o metal previamente imprimadas.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Pintura para Metales,,Color,CAFE,PCA922BLAN001,ESMALTE SINTETICO GALON,5
PCA922GRIMAQ1,ESMALTE SINTETICO GRIS,"Esmalte Sintetico Brillante, pintura base solvente con resina alquidica, acabado brillante de alta resistencia, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 3 horas y repintado desde 3 horas, excelente adherencia, flexibilidad y durabilidad, resistente a la humedad y radiacion UV, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para terminaciones sobre superficies de madera o metal previamente imprimadas.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Pintura para Metales,,Color,GRIS,PCA922BLAN001,ESMALTE SINTETICO GALON,6
PCA922NARAN01,ESMALTE SINTETICO NARANJO,"Esmalte Sintetico Brillante, pintura base solvente con resina alquidica, acabado brillante de alta resistencia, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 3 horas y repintado desde 3 horas, excelente adherencia, flexibilidad y durabilidad, resistente a la humedad y radiacion UV, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para terminaciones sobre superficies de madera o metal previamente imprimadas.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Pintura para Metales,,Color,NARANJO,PCA922BLAN001,ESMALTE SINTETICO GALON,7
PCA922NEGRO01,ESMALTE SINTETICO NEGRO,"Esmalte Sintetico Brillante, pintura base solvente con resina alquidica, acabado brillante de alta resistencia, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 3 horas y repintado desde 3 horas, excelente adherencia, flexibilidad y durabilidad, resistente a la humedad y radiacion UV, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para terminaciones sobre superficies de madera o metal previamente imprimadas.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Pintura para Metales,,Color,NEGRO,PCA922BLAN001,ESMALTE SINTETICO GALON,8
PCA922VERESM1,ESMALTE SINTETICO VERDE,"Esmalte Sintetico Brillante, pintura base solvente con resina alquidica, acabado brillante de alta resistencia, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 3 horas y repintado desde 3 horas, excelente adherencia, flexibilidad y durabilidad, resistente a la humedad y radiacion UV, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para terminaciones sobre superficies de madera o metal previamente imprimadas.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Pintura para Metales,,Color,VERDE,PCA922BLAN001,ESMALTE SINTETICO GALON,9
PCA926AMREY01,OLEO BRILLANTE AMARILLO,"Pintura base solvente con resina alquidica, acabado brillante de alta resistencia, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 4 horas y repintado desde 4 horas, excelente adherencia, durabilidad y resistencia a la humedad y radiacion UV, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para superficies de madera solida y derivados como MDF.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Oleo,,Color,AMARILLO,PCA926BLAN001,OLEO BRILLANTE GALON,3
PCA926AZUPAC1,OLEO BRILLANTE AZUL,"Pintura base solvente con resina alquidica, acabado brillante de alta resistencia, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 4 horas y repintado desde 4 horas, excelente adherencia, durabilidad y resistencia a la humedad y radiacion UV, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para superficies de madera solida y derivados como MDF.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Oleo,,Color,AZUL,PCA926BLAN001,OLEO BRILLANTE GALON,2
PCA926BERME01,OLEO BRILLANTE BERMELLON,"Pintura base solvente con resina alquidica, acabado brillante de alta resistencia, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 4 horas y repintado desde 4 horas, excelente adherencia, durabilidad y resistencia a la humedad y radiacion UV, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para superficies de madera solida y derivados como MDF.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Oleo,,Color,BERMELLON,PCA926BLAN001,OLEO BRILLANTE GALON,1
PCA926BLAN001,OLEO BRILLANTE BLANCO,"Pintura base solvente con resina alquidica, acabado brillante de alta resistencia, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 4 horas y repintado desde 4 horas, excelente adherencia, durabilidad y resistencia a la humedad y radiacion UV, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para superficies de madera solida y derivados como MDF.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Oleo,,Color,BLANCO,PCA926BLAN001,OLEO BRILLANTE GALON,0
PCA926CAFE001,OLEO BRILLANTE CAFE,"Pintura base solvente con resina alquidica, acabado brillante de alta resistencia, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 4 horas y repintado desde 4 horas, excelente adherencia, durabilidad y resistencia a la humedad y radiacion UV, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para superficies de madera solida y derivados como MDF.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Oleo,,Color,CAFE,PCA926BLAN001,OLEO BRILLANTE GALON,5
PCA926CREMA01,OLEO BRILLANTE CREMA,"Pintura base solvente con resina alquidica, acabado brillante de alta resistencia, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 4 horas y repintado desde 4 horas, excelente adherencia, durabilidad y resistencia a la humedad y radiacion UV, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para superficies de madera solida y derivados como MDF.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Oleo,,Color,CREMA,PCA926BLAN001,OLEO BRILLANTE GALON,6
PCA926GRIMAQ1,OLEO BRILLANTE GRIS,"Pintura base solvente con resina alquidica, acabado brillante de alta resistencia, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 4 horas y repintado desde 4 horas, excelente adherencia, durabilidad y resistencia a la humedad y radiacion UV, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para superficies de madera solida y derivados como MDF.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Oleo,,Color,GRIS,PCA926BLAN001,OLEO BRILLANTE GALON,7
PCA926NEGRO01,OLEO BRILLANTE NEGRO,"Pintura base solvente con resina alquidica, acabado brillante de alta resistencia, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 4 horas y repintado desde 4 horas, excelente adherencia, durabilidad y resistencia a la humedad y radiacion UV, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para superficies de madera solida y derivados como MDF.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Oleo,,Color,NEGRO,PCA926BLAN001,OLEO BRILLANTE GALON,8
PCA926VERESM1,OLEO BRILLANTE VERDE,"Pintura base solvente con resina alquidica, acabado brillante de alta resistencia, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 4 horas y repintado desde 4 horas, excelente adherencia, durabilidad y resistencia a la humedad y radiacion UV, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para superficies de madera solida y derivados como MDF.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Oleo,,Color,VERDE,PCA926BLAN001,OLEO BRILLANTE GALON,9
PCA904BLAN001,OLEO SEMI BRILLO BLANCO,"Pintura base solvente con resina alquidica, acabado semi brillante, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 3 horas y repintado desde 3 horas, buena resistencia a la humedad, gran adherencia y durabilidad, apto para interior y exterior, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para superficies de madera solida y MDF expuestas a uso frecuente o condiciones exigentes.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Oleo,,Color,BLANCO,PCA904BLAN001,OLEO SEMIBRILLO GALON,0
PCA910BLAN001,OLEO OPACO BLANCO,"Pintura base solvente con resina alquidica, acabado mate para uso exclusivo en interiores, rinde 45 ± 5 m² por galon por mano, secado al tacto en 2 a 4 horas y repintado desde 4 horas, buena resistencia a la humedad, excelente adherencia y poder cubriente, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para superficies de yeso, madera, MDF y cemento previamente sellado o imprimado.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Oleo,,Color,BLANCO,PCA910BLAN001,OLEO OPACO GALON,0
PCA907BLAN001,ZINC ACRYL BLANCO,"Anticorrosivo base agua o Pintura para Zinc y Galvanizados con acabado satinado, rinde 30 m² por galon por mano, secado al tacto en 2 a 3 horas y repintado desde 3 horas, excelente poder cubridor y resistencia a la intemperie, se aplica con brocha, rodillo o pistola, diluible con agua, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para techos nuevos de zinc, galvanizado, zincalum y fibrocemento, protegiendolos de oxidacion, rayos UV y contaminacion ambiental.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Pinturas Especiales,,Color,BLANCO,PCA907BLAN001,ZINC ACRYL GALON,0
PCA907GRIS001,ZINC ACRYL GRIS,"Anticorrosivo base agua o Pintura para Zinc y Galvanizados con acabado satinado, rinde 30 m² por galon por mano, secado al tacto en 2 a 3 horas y repintado desde 3 horas, excelente poder cubridor y resistencia a la intemperie, se aplica con brocha, rodillo o pistola, diluible con agua, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para techos nuevos de zinc, galvanizado, zincalum y fibrocemento, protegiendolos de oxidacion, rayos UV y contaminacion ambiental.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Pinturas Especiales,,Color,GRIS,PCA907BLAN001,ZINC ACRYL GALON,1
PCA907NEGRO01,ZINC ACRYL NEGRO,"Anticorrosivo base agua o Pintura para Zinc y Galvanizados con acabado satinado, rinde 30 m² por galon por mano, secado al tacto en 2 a 3 horas y repintado desde 3 horas, excelente poder cubridor y resistencia a la intemperie, se aplica con brocha, rodillo o pistola, diluible con agua, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para techos nuevos de zinc, galvanizado, zincalum y fibrocemento, protegiendolos de oxidacion, rayos UV y contaminacion ambiental.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Pinturas Especiales,,Color,NEGRO,PCA907BLAN001,ZINC ACRYL GALON,2
PCA907ROJO001,ZINC ACRYL ROJO,"Anticorrosivo base agua o Pintura para Zinc y Galvanizados con acabado satinado, rinde 30 m² por galon por mano, secado al tacto en 2 a 3 horas y repintado desde 3 horas, excelente poder cubridor y resistencia a la intemperie, se aplica con brocha, rodillo o pistola, diluible con agua, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para techos nuevos de zinc, galvanizado, zincalum y fibrocemento, protegiendolos de oxidacion, rayos UV y contaminacion ambiental.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Pinturas Especiales,,Color,ROJO,PCA907BLAN001,ZINC ACRYL GALON,3
PCA907VERD001,ZINC ACRYL VERDE,"Anticorrosivo base agua o Pintura para Zinc y Galvanizados con acabado satinado, rinde 30 m² por galon por mano, secado al tacto en 2 a 3 horas y repintado desde 3 horas, excelente poder cubridor y resistencia a la intemperie, se aplica con brocha, rodillo o pistola, diluible con agua, libre de metales pesados, estabilidad de 36 meses en envase cerrado, ideal para techos nuevos de zinc, galvanizado, zincalum y fibrocemento, protegiendolos de oxidacion, rayos UV y contaminacion ambiental.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Pinturas Especiales,,Color,VERDE,PCA907BLAN001,ZINC ACRYL GALON,4
PCA106BAALER1,BARNIZ MARINO ALERCE,"Barniz Marino de alto desempeño, con terminacion brillante, lisa y suave, rinde hasta 50 m² por galon con una mano, seca al tacto en 4 a 6 horas, flexible y resistente, apto para interior y exterior, libre de metales pesados, con 36 meses de estabilidad en envase cerrado, ideal para proteger y embellecer puertas, ventanas, muebles y estructuras de madera.",7,kg,16,cm,16,cm,22,cm,5632,cm³,4,4,GL,Galon,Display,DIS,4,Medio Pallet,MPA,72,Pallet,PAL,144,Barnices,,Color,ALERCE,PCA106BANAT01,BARNIZ MARINO GALON,3
